No.,Tanggal,Nomor,ATM ID,Lokasi,Jenis Layanan,Laporan Kerusakan,Pekerjaan Dilakukan,Nomor Tiket,Penggantian Sparepart,Jumlah Part,Status,CSE,Pilihan
2291.0,26 Februari 2020,88265.0,ATM20040009,RS. SITI HAJAR,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume pERT, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Widodo ,
2291.0,26 Februari 2020,88265.0,ATM20040009,RS. SITI HAJAR,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume pERT, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Widodo ,
2291.0,26 Februari 2020,88265.0,ATM20040009,RS. SITI HAJAR,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume pERT, test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Widodo ,
2292.0,17 Juli 2020,88368.0,ATM20040009,RS. SITI HAJAR,Error ,Non Hardware ,"Check & Clean all devices, install ulang software, no replace, test OK. ", , , , ,Widodo ,
2293.0,20 Oktober 2020,90467.0,ATM20040009,RS. SITI HAJAR,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume part, test OK. ", , , , ,Widodo ,
2294.0,08 Juni 2020,88355.0,ATM20040010,SUN CITY MALL (STAND ALONE),PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Widodo ,
2294.0,08 Juni 2020,88355.0,ATM20040010,SUN CITY MALL (STAND ALONE),PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Widodo ,
2295.0,26 Februari 2020,88264.0,ATM20040010,SUN CITY MALL (STAND ALONE),PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Widodo ,
2296.0,20 Oktober 2020,90466.0,ATM20040010,SUN CITY MALL (STAND ALONE),PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume part, test OK. ", , , , ,Widodo ,
2297.0,20 November 2020,90458.0,ATM20040011,SPBU NGORO MOJOKERTO,Error ,Hardware ,"Check & Clean all devices, SERVICE DSPM RAK NO 1 RUSAK, test OK. ", , , , ,Widodo ,
2298.0,17 Maret 2020,88275.0,ATM20040011,SPBU NGORO MOJOKERTO,Error & PM ,Hardware ,"Check & Clean all devices, service DSP,  no replace, test OK. ", , , , ,Widodo ,
2299.0,20 Desember 2020,89268.0,ATM20040011,SPBU NGORO MOJOKERTO,Error ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Widodo ,
2300.0,19 Oktober 2020,90464.0,ATM20040011,SPBU NGORO MOJOKERTO,Error & PM ,Hardware ,"Check & Clean all devices, replace LAN USB, test oke ", , , , ,Widodo ,
2301.0,08 Juni 2020,88356.0,ATM20040012,SPBU CANDI ,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Widodo ,
2302.0,26 Februari 2020,88263.0,ATM20040012,SPBU CANDI ,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume pERT, test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Widodo ,
2302.0,26 Februari 2020,88263.0,ATM20040012,SPBU CANDI ,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume pERT, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Widodo ,
2302.0,26 Februari 2020,88263.0,ATM20040012,SPBU CANDI ,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume pERT, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Widodo ,
2303.0,20 Oktober 2020,90465.0,ATM20040012,SPBU CANDI ,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace consume part, test OK. ", , , , ,Widodo ,
2304.0,27 November 2020,88335.0,ATM20040013,KK JOMBANG,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Toha Mahfudi ,
2305.0,11 Agustus 2020,88847.0,ATM20042001,BKP BULOG II,Error ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Belt Stacker ,3 , ,M. Yani ,
2306.0,07 Desember 2020,89618.0,ATM20042001,BKP BULOG II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2307.0,18 Juli 2020,88892.0,ATM20042002,KK LIA PENGADEGAN,Error ,Hardware ,"Check & Clean all devices, replace Card Reader, test OK. ",2007-102 ,"Motorized Card Reader (Track 1,2,3 Read/Write w/ E ",1 , ,ozi medina ,
2308.0,27 Mei 2020,88858.0,ATM20042002,KK LIA PENGADEGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2309.0,09 Juli 2020,88818.0,ATM20042002,KK LIA PENGADEGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2310.0,14 Februari 2020,74495.0,ATM20042002,KK LIA PENGADEGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2311.0,27 April 2020,87039.0,ATM20042002,KK LIA PENGADEGAN,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace EPP5, test OK. ",2004-049 ,"EPP5(BSC),LGE,STTL,ENG(AU),QZ1,BLANK,X,I,O ",1 , ,ozi medina ,
2312.0,10 Maret 2020,88717.0,ATM20042002,KK LIA PENGADEGAN,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,1 , ,M. Yani ,
2313.0,24 Juni 2020,86224.0,ATM20042002,KK LIA PENGADEGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2314.0,11 Agustus 2020,90326.0,ATM20042002,KK LIA PENGADEGAN,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Muhammad Nuh ,
2315.0,14 Januari 2020,74455.0,ATM20042002,KK LIA PENGADEGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2316.0,07 Desember 2020,89615.0,ATM20042002,KK LIA PENGADEGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2317.0,04 Agustus 2020,89548.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2318.0,04 Mei 2020,86790.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2319.0,06 April 2020,88741.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2320.0,23 November 2020,89608.0,ATM20042005,RS.ASRI DUREN TIGA,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ",2011-1501 , , , ,M. Yani ,
2321.0,20 Februari 2020,86218.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2322.0,22 Oktober 2020,89488.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2323.0,15 September 2020,90683.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2324.0,24 Juni 2020,86227.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2325.0,09 Maret 2020,87017.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2326.0,13 Januari 2020,86900.0,ATM20042005,RS.ASRI DUREN TIGA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2327.0,18 Desember 2020,89656.0,ATM20042009,BKP PERUMNAS,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2328.0,16 Juni 2020,88688.0,ATM20042009,BKP PERUMNAS,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2329.0,10 Maret 2020,88716.0,ATM20042009,BKP PERUMNAS,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2330.0,07 Desember 2020,89619.0,ATM20042010,KPO BASEMENT III,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2331.0,27 Juli 2020,89529.0,ATM20042010,KPO BASEMENT III,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, Support Dispenser, no replace, test OK. ", , , , ,ozi medina ,
2332.0,06 Februari 2020,74477.0,ATM20042010,KPO BASEMENT III,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2333.0,04 Desember 2020,91034.0,ATM20042010,KPO BASEMENT III,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Card Reader, test OK. ",2012-1561 ,"Motorized Card Reader (Track 1,2,3 Read/Write w/ E ",1 , ,ozi medina ,
2334.0,03 September 2020,89476.0,ATM20042010,KPO BASEMENT III,Error ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2335.0,27 Mei 2020,88859.0,ATM20042011,KK  PASAR MINGGU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2336.0,08 Juli 2020,88813.0,ATM20042011,KK  PASAR MINGGU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2337.0,06 April 2020,86244.0,ATM20042011,KK  PASAR MINGGU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2338.0,20 Februari 2020,86217.0,ATM20042011,KK  PASAR MINGGU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2339.0,24 Juni 2020,86225.0,ATM20042011,KK  PASAR MINGGU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2340.0,09 Maret 2020,87015.0,ATM20042011,KK  PASAR MINGGU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2341.0,13 Januari 2020,86898.0,ATM20042011,KK  PASAR MINGGU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2342.0,24 Januari 2020,74465.0,ATM20042012,HOTEL BUMIKARSA,PM 1 , ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2343.0,15 Juli 2020,89518.0,ATM20042012,HOTEL BUMIKARSA,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace T/A, test OK. ", , , , ,ozi medina ,
2344.0,13 Agustus 2020,90661.0,ATM20042012,HOTEL BUMIKARSA,Online ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2345.0,12 Juni 2020,88880.0,ATM20042012,HOTEL BUMIKARSA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2346.0,08 April 2020,88742.0,ATM20042012,HOTEL BUMIKARSA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2347.0,06 Mei 2020,88665.0,ATM20042012,HOTEL BUMIKARSA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2348.0,21 Februari 2020,88701.0,ATM20042012,HOTEL BUMIKARSA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2349.0,11 Maret 2020,87036.0,ATM20042012,HOTEL BUMIKARSA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2350.0,07 Desember 2020,89617.0,ATM20042012,HOTEL BUMIKARSA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2351.0,11 Maret 2020,88751.0,ATM20042013,KCP  SAHARJO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2352.0,15 Juni 2020,88680.0,ATM20042013,KCP  SAHARJO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2353.0,14 Februari 2020,74497.0,ATM20042013,KCP  SAHARJO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2354.0,10 Maret 2020,88714.0,ATM20042013,KCP  SAHARJO,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper Wheel ,1 , ,M. Yani ,
2355.0,16 Maret 2020,87029.0,ATM20042013,KCP  SAHARJO,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2356.0,16 Desember 2020,89649.0,ATM20042013,KCP  SAHARJO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2357.0,14 Januari 2020,74458.0,ATM20042013,KCP  SAHARJO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2358.0,26 Agustus 2020,89456.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2359.0,26 Juni 2020,88890.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2360.0,24 November 2020,91040.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2361.0,18 Desember 2020,86502.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2362.0,11 Februari 2020,74484.0,ATM20042014,KK PLN JATINEGARA,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,1 , ,M. Yani ,
2363.0,15 Mei 2020,86390.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2364.0,13 Oktober 2020,91001.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2365.0,24 Juli 2020,88836.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2366.0,06 April 2020,88756.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2367.0,15 September 2020,90684.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2368.0,02 Januari 2020,86155.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2369.0,03 Maret 2020,87034.0,ATM20042014,KK PLN JATINEGARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2370.0,13 April 2020,88743.0,ATM20042015,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2371.0,21 Februari 2020,88703.0,ATM20042015,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2372.0,02 Januari 2020,86154.0,ATM20042015,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2373.0,11 Maret 2020,87038.0,ATM20042015,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2374.0,24 Januari 2020,74464.0,ATM20042017,GD BIDAKARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2375.0,15 Juli 2020,89517.0,ATM20042017,GD BIDAKARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2376.0,13 Agustus 2020,90660.0,ATM20042017,GD BIDAKARA,Online ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2377.0,12 Juni 2020,88881.0,ATM20042017,GD BIDAKARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2378.0,25 November 2020,91031.0,ATM20042017,GD BIDAKARA,Support ,Installation ,"Check & Clean all devices, Upgrade to Win 10, test OK. ", , , , ,ozi medina ,
2379.0,08 April 2020,88744.0,ATM20042017,GD BIDAKARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2380.0,06 Mei 2020,88666.0,ATM20042017,GD BIDAKARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2381.0,21 Februari 2020,88702.0,ATM20042017,GD BIDAKARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2382.0,11 Maret 2020,87037.0,ATM20042017,GD BIDAKARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2383.0,07 Desember 2020,89616.0,ATM20042017,GD BIDAKARA,Error & PM ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2384.0,07 Desember 2020,89629.0,ATM20042020,BUKOPIN PUSAT BASEMENT 2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2385.0,06 Februari 2020,74474.0,ATM20042020,BUKOPIN PUSAT BASEMENT 2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2386.0,07 Desember 2020,89650.0,ATM20042022,BANKING HALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2387.0,06 Februari 2020,74476.0,ATM20042022,BANKING HALL,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper Wheel ,1 , ,M. Yani ,
2387.0,06 Februari 2020,74476.0,ATM20042022,BANKING HALL,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Take Away wheel ,1 , ,M. Yani ,
2388.0,31 Mei 2020,88662.0,ATM20042022,BANKING HALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2389.0,08 Mei 2020,88853.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2390.0,15 Juli 2020,89519.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,ozi medina ,
2391.0,02 November 2020,75892.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,Error ,Hardware ,"Check & Clean all devices, replace Harddisk 1 TB, Reinstall Software, test OK. ", ,HARDDISK UP TO 250GB ,1 , ,Muhammad Nuh ,
2392.0,12 Juni 2020,88879.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2393.0,06 Februari 2020,74475.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 2 ,Hardware ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ",2002-017 ,Card Reader Motorized ,1 , ,M. Yani ,
2393.0,06 Februari 2020,74475.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 2 ,Hardware ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ",2002-017 ,Take Away wheel ,1 , ,M. Yani ,
2393.0,06 Februari 2020,74475.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 2 ,Hardware ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ",2002-017 ,Stripper Wheel ,1 , ,M. Yani ,
2394.0,01 April 2020,86241.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Power Supply ATM, test OK. ",2004-038 ,"PWR SUPPLY 48 VOLT,HAIBAO / PSU ATM DSP 529 ",1 , ,ozi medina ,
2395.0,23 Oktober 2020,89490.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,Support ,Preventive Maintenance ,"Check & Clean all devices, Support windows activation, test OK. ", , , , ,ozi medina ,
2396.0,02 Januari 2020,86157.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2397.0,11 Maret 2020,87022.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2398.0,11 Agustus 2020,90327.0,ATM20042023,PARKIR AREA 2 BUKOPIN PUSAT,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Muhammad Nuh ,
2399.0,09 Juli 2020,88817.0,ATM20042024,KCP TEBET,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2400.0,15 Juni 2020,88682.0,ATM20042024,KCP TEBET,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper Wheel ,1 , ,M. Yani ,
2400.0,15 Juni 2020,88682.0,ATM20042024,KCP TEBET,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Take Away wheel ,1 , ,M. Yani ,
2401.0,14 Februari 2020,74496.0,ATM20042024,KCP TEBET,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2402.0,13 Agustus 2020,88843.0,ATM20042024,KCP TEBET,Other ,Installation ,"Check all devices, test OK. ", , , , ,M. Yani ,
2403.0,27 April 2020,88748.0,ATM20042024,KCP TEBET,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2404.0,28 Mei 2020,88663.0,ATM20042024,KCP TEBET,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2405.0,10 Maret 2020,88715.0,ATM20042024,KCP TEBET,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2406.0,16 Desember 2020,89664.0,ATM20042024,KCP TEBET,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2407.0,14 Januari 2020,74456.0,ATM20042024,KCP TEBET,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2408.0,19 Juli 2020,89525.0,ATM20042025,BAKRIE TOWER I,Support ,Hardware ,"Check & Clean all devices, Support cam disp, no replace, test OK. ", , , , ,ozi medina ,
2409.0,28 Agustus 2020,90658.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2410.0,09 Juli 2020,88819.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2411.0,10 September 2020,90674.0,ATM20042025,BAKRIE TOWER I,Online ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2412.0,18 Desember 2020,89658.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2413.0,08 April 2020,88737.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2414.0,14 Mei 2020,88664.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2415.0,23 Juni 2020,88692.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2416.0,11 Maret 2020,88719.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2417.0,02 Januari 2020,86156.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2418.0,18 Februari 2020,86202.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2419.0,15 Januari 2020,74461.0,ATM20042025,BAKRIE TOWER I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2420.0,03 November 2020,89496.0,ATM20042028,KAMPUS PERBANAS,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ",2011-1403 ,Hard Disk ,1 , ,M. Yani ,
2421.0,11 Maret 2020,88721.0,ATM20042028,KAMPUS PERBANAS,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2422.0,17 April 2020,111111.0,ATM20042029,MENARA KUNINGAN, , , , , , , ,Hadi Warsito ,
2423.0,29 Mei 2020,88860.0,ATM20042029,MENARA KUNINGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2424.0,28 Agustus 2020,90657.0,ATM20042029,MENARA KUNINGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2425.0,23 November 2020,91039.0,ATM20042029,MENARA KUNINGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
